"raceId","driverId","mean_lap_time","total_pit_stops"
862,30,104794.75,1
862,37,106967.690909091,2
862,39,108060.740740741,2
862,154,103900.357142857,2
862,155,104029.446428571,3
862,807,104252.535714286,2
862,808,105282.8,2
862,811,103955.821428571,2
862,813,103974.5,2
862,814,104092.892857143,2
862,815,104071.339285714,2
862,817,104465.803571429,2
862,818,104262.232142857,3
862,819,106191.854545455,3
863,1,101227.614035088,3
863,3,101165.789473684,3
863,4,101206.894736842,3
863,5,102537.357142857,4
863,8,100251.280701754,3
863,10,104719.309090909,3
863,13,101333.140350877,3
863,17,100873.298245614,3
863,18,101842,4
863,20,100192.807017544,3
863,30,101447.01754386,3
863,37,105275.909090909,3
863,39,105286.745454545,4
863,154,100371.649122807,3
863,155,101777.614035088,3
863,807,101535.596491228,3
863,808,102337.589285714,3
863,811,101764.925925926,3
863,813,105145.96,2
863,814,101202.333333333,2
863,815,101468.280701754,3
863,817,102086.892857143,3
863,818,101837.070175439,3
863,819,104297.791666667,1
864,1,91322.5,2
864,3,91319.1515151515,3
864,4,90186.9696969697,3
864,5,92170.0615384615,3
864,8,90197.4090909091,3
864,10,93180.328125,3
864,13,91800.7230769231,4
864,17,91537.3538461538,3
864,18,91430.1666666667,3
864,20,91162.4393939394,4
864,30,93607.3333333333,1
864,37,95018.7301587302,4
864,39,96242,2
864,154,90362.7878787879,3
864,155,91117.9696969697,3
864,807,91533.9846153846,3
864,808,92403.1538461538,3
864,813,90138.5606060606,3
864,814,91779.3846153846,3
864,815,92849.7027027027,3
864,817,91707.1846153846,3
864,818,91632.3230769231,3
864,819,95090.7714285714,2
865,1,81675.1025641026,1
865,3,81630.7692307692,1
865,4,81634.6666666667,1
865,5,83291.1818181818,2
865,8,82187.0897435897,1
865,10,83346.3766233766,2
865,13,81701.9487179487,1
865,17,81622.5256410256,1
865,18,82762.2571428571,1
865,20,81639.7435897436,1
865,30,82310.4444444444,1
865,39,84685.9736842105,2
865,155,100399.6,1
865,807,82168.1923076923,1
865,808,89347.9333333333,1
865,811,82193.2435897436,1
865,814,82155.0512820513,1
865,815,82766.2337662338,2
865,817,82577.1384615385,1
865,818,83216.2207792208,2
865,819,83095.65625,1
866,1,79279.8,2
866,3,79477.5428571429,2
866,4,79471.3857142857,1
866,5,80932.4057971015,2
866,8,79502.1857142857,1
866,10,83321.8035714286,1
866,13,79640.8285714286,2
866,17,79495.3,2
866,18,80722.0289855072,3
866,20,79384.0142857143,2
866,30,81073.8837209302,2
866,154,79315.7,1
866,155,79628.8285714286,1
866,807,79940.3142857143,2
866,808,80999.0289855072,2
866,811,80742.7246376812,1
866,813,79951.9714285714,1
866,814,79818.2714285714,2
866,815,79354.9428571429,1
866,817,80200.8714285714,2
866,818,80646.8985507246,3
866,819,82880.0149253731,1
867,1,110004.945454545,2
867,3,110137.280701754,2
867,4,109765.771929825,2
867,5,111426.368421053,2
867,8,109878.421052632,2
867,13,111774.678571429,4
867,17,110004.859649123,2
867,18,110198.280701754,2
867,20,113301.909090909,2
867,30,109987.50877193,2
867,37,111936.339285714,2
867,39,112101.821428571,3
867,154,111820.175,2
867,155,113433.393939394,2
867,807,110116.526315789,2
867,808,111096.842105263,4
867,811,110396.666666667,2
867,813,110373.315789474,2
867,814,110166.929824561,1
867,815,110253.087719298,2
867,817,110415.614035088,2
867,818,109122.153846154,1
867,819,111459.649122807,2
868,1,98995.2115384615,2
868,3,99397.7307692308,2
868,4,98352.8461538462,2
868,5,101147.098039216,2
868,8,98492.3461538462,2
868,10,101622.823529412,2
868,13,98477.0576923077,2
868,17,98294,2
868,18,99148.6923076923,2
868,20,98387,2
868,30,98854.6346153846,2
868,37,102534.26,1
868,39,102785.34,2
868,154,98622.8653846154,2
868,155,99166.5,2
868,807,99214.3076923077,2
868,811,99127.5961538462,2
868,813,100964.098039216,2
868,814,148087.5,1
868,815,100994.818181818,1
868,817,99279.4038461538,2
868,818,99319.25,2
868,819,102023.31372549,2
869,1,83813.4642857143,3
869,3,82309.7164179104,3
869,4,81580.0298507463,2
869,5,84390.8923076923,4
869,8,81824.9402985075,2
869,10,85615.265625,2
869,13,82646.1194029851,3
869,17,82280.6417910448,2
869,18,81683.7462686567,2
869,20,81635.7313432836,2
869,30,82012.4179104478,3
869,37,85534.765625,2
869,39,85620.4375,2
869,154,83791.9393939394,3
869,155,81907.2686567164,2
869,807,82298.8656716418,3
869,808,83492.0909090909,3
869,811,83500.3636363636,3
869,813,83070.6515151515,3
869,814,82464.0149253731,2
869,815,81996.3880597015,2
869,817,82726.7313432836,2
869,818,82728.7611940299,3
869,819,84585.4923076923,2
870,1,87905.8405797101,2
870,3,88648.3623188406,2
870,4,88292.115942029,2
870,5,90360.2794117647,3
870,8,87920.7971014493,2
870,10,92502.4696969697,2
870,13,88461.6376811594,2
870,17,88405.231884058,3
870,18,88344.1449275362,3
870,20,88074.1594202899,3
870,30,90224.2586206897,3
870,37,92509.5151515152,2
870,39,93454.2,2
870,154,88058.2753623188,2
870,155,89308.1343283582,2
870,807,88736.0289855072,2
870,808,90846.552238806,3
870,811,88397.1304347826,2
870,813,88827.6666666667,3
870,814,88817.2463768116,2
870,815,88840.5362318841,2
870,817,89533.0588235294,3
870,818,89830.6617647059,4
870,819,91184.223880597,2
871,3,123037.295454545,2
871,5,126265.139534884,2
871,8,122133.272727273,2
871,10,125683.720930233,2
871,13,122235.795454545,2
871,17,122267.590909091,2
871,18,121557.5,1
871,20,121867.136363636,1
871,30,122770.545454545,2
871,37,126349.604651163,3
871,39,129797.896551724,2
871,155,124196.568181818,3
871,807,122190.295454545,2
871,808,124949.465116279,2
871,811,123183.159090909,2
871,813,177324.5,1
871,814,123007.113636364,2
871,817,122988.909090909,2
871,818,122895.340909091,2
871,819,126045.906976744,1
872,1,90211.7169811321,1
872,3,90844.7358490566,2
872,4,90600.2830188679,1
872,5,92352.3076923077,2
872,8,90794.3773584906,1
872,10,93092.9423076923,2
872,13,90771.4716981132,1
872,17,91769.7843137255,1
872,18,91094.21875,1
872,20,91006.9574468085,2
872,30,90801.5094339623,2
872,37,93324.3269230769,1
872,39,93610.25,1
872,155,91039.9811320755,1
872,807,91527.58,1
872,808,92356.1346153846,2
872,811,91120.0943396226,1
872,813,91130.2452830189,2
872,814,90986.3773584906,1
872,815,90293.9056603774,1
872,816,91643.0566037736,1
872,817,91161.0754716981,1
872,819,92566.1538461538,2
873,1,117812.681818182,1
873,3,123066.576271186,2
873,4,122735.101694915,2
873,5,124306.966101695,3
873,8,123083.101694915,2
873,10,124034.949152542,2
873,13,123202.93220339,3
873,17,123276.593220339,3
873,18,122628.86440678,2
873,20,122477.016949153,2
873,30,124495.921052632,2
873,37,124647.775862069,3
873,39,122727.233333333,1
873,154,123099.016949153,2
873,155,124123.474576271,3
873,807,124161.983050847,3
873,808,127353,4
873,811,123666.315789474,3
873,813,122590.666666667,3
873,814,122800.118644068,2
873,815,123334.966101695,2
873,817,123253.627118644,2
873,818,124485.815789474,2
873,819,124729.983050847,2
874,1,101560.981132075,2
874,5,103386.673076923,2
874,8,101635.20754717,2
874,10,103550.846153846,2
874,13,101073.226415094,2
874,17,101715.41509434,2
874,18,101157.358490566,2
874,20,100683.811320755,2
874,30,101962.471698113,2
874,37,104449.115384615,2
874,39,106273.5625,1
874,154,103006.431372549,3
874,155,101146.79245283,2
874,807,101649.075471698,2
874,808,104333.942307692,3
874,811,102357.566037736,4
874,813,101671.811320755,2
874,814,102258.528301887,2
874,815,106090.555555556,1
874,817,101946.433962264,2
874,818,102356.358490566,2
874,819,106424.648648649,2
875,1,106697.145454545,3
875,4,105501.727272727,2
875,5,108558.092592593,2
875,8,105916.181818182,2
875,10,108754.62962963,2
875,13,105614.890909091,2
875,17,105397.854545455,2
875,20,105248.2,2
875,30,106870.763636364,2
875,39,110790.754716981,1
875,154,106244.781818182,2
875,155,115458.25,2
875,807,106071.854545455,2
875,808,108359.574074074,2
875,811,107010.054545455,2
875,813,106974.090909091,1
875,814,106783.618181818,2
875,815,106703.872727273,2
875,817,106553.418181818,2
875,818,106513.454545455,2
875,819,109271.037735849,2
876,1,91410.8833333333,1
876,3,92540.6333333333,1
876,4,91336.35,1
876,5,94087.2542372881,1
876,8,91932.85,1
876,10,94750.7931034483,1
876,13,91923.6333333333,1
876,17,91399.35,1
876,18,91616.8333333333,1
876,20,91179.0666666667,1
876,30,94237.7636363636,2
876,37,95953.8809523809,1
876,39,95443.8793103448,1
876,154,92114.1166666667,1
876,155,92620.65,1
876,807,92095.7,1
876,808,93940.2881355932,1
876,811,92428.65,1
876,813,93770.0338983051,2
876,814,92559.3166666667,1
876,815,97518.6,2
876,817,92613.4666666667,1
876,818,93760.0508474576,2
876,819,94259.7627118644,1
877,3,115422.714285714,1
877,4,115627.618181818,1
877,5,116480.563636364,1
877,8,115612.127272727,1
877,10,116638.909090909,1
877,13,116028.418181818,1
877,17,116772.756756757,1
877,18,115753.709090909,1
877,20,115687.818181818,2
877,30,116122.581818182,2
877,37,116917.181818182,1
877,154,116726.027027027,2
877,155,115977.145454545,1
877,808,116786.581818182,1
877,811,116040.163636364,1
877,813,115848.618181818,1
877,814,116051.4,3
877,815,116644.272727273,3
877,817,116111.454545455,2
877,818,116246.781818182,2
877,819,118757.024390244,1
878,1,102772.660714286,1
878,3,104299.625,1
878,4,103473.178571429,1
878,5,106225.909090909,1
878,8,103923.107142857,1
878,10,106244.418181818,1
878,13,103594.321428571,1
878,18,103780.375,1
878,20,102784.714285714,1
878,30,105065.763636364,2
878,37,107917.851851852,1
878,39,108137.833333333,1
878,154,104028.25,1
878,155,104867.8,1
878,807,104090.375,1
878,808,106086.8,1
878,811,104114.321428571,1
878,813,104103.464285714,1
878,814,105044.163636364,2
878,815,104278.75,1
878,817,104288.214285714,1
878,819,106881.962962963,1
879,1,87265.9814814815,2
879,3,90919.3142857143,4
879,4,89090.2816901409,3
879,5,90822.0714285714,5
879,8,90337.4571428571,3
879,10,90945.4857142857,4
879,13,89102.4084507042,3
879,17,89121.014084507,3
879,18,89051.4929577465,2
879,20,89184.6338028169,4
879,30,89219.1971830986,4
879,37,91658.7826086956,4
879,39,92127.2608695652,4
879,155,89491.6338028169,3
879,807,89131.8873239437,3
879,808,90427.2571428571,3
879,814,88836.2941176471,3
879,817,90471.2428571429,5
879,818,89455.0563380282,4
879,819,90451.5142857143,3
880,1,93944.5862068966,3
880,3,95153.8076923077,1
880,4,93373.724137931,3
880,8,93159.0517241379,2
880,13,93737.9655172414,3
880,16,94280.9137931034,2
880,17,93965.9482758621,3
880,18,94566.4655172414,3
880,20,93544.3275862069,3
880,154,94585.9310344828,3
880,813,97001,1
880,814,94339.2068965517,2
880,815,94596.4137931034,3
880,817,95959.2564102564,2
880,818,94604.8620689655,3
880,819,96765.9642857143,2
880,820,97379.5178571429,3
880,821,95303.8070175439,2
880,822,95434.5263157895,3
880,823,97854.9821428571,3
880,824,96513.9473684211,3
881,1,106229.678571429,4
881,3,106237.875,4
881,8,106877.857142857,3
881,13,106470.160714286,4
881,16,113808.703703704,2
881,17,106088.910714286,4
881,18,108208.679245283,3
881,20,106012.160714286,4
881,154,106647.232142857,3
881,807,106959.375,4
881,813,109931.044444444,3
881,814,117395.272727273,2
881,815,107304.25,4
881,817,108561.117647059,3
881,818,107567.946428571,3
881,819,109624.909090909,4
881,820,110268.259259259,4
881,821,108021.709090909,4
881,822,107594.482142857,3
881,823,109788.254545455,4
881,824,109002.327272727,4
882,1,103558.339285714,3
882,3,109138.476190476,3
882,4,103338.303571429,3
882,8,103519.875,3
882,13,104067.357142857,3
882,17,106630.533333333,2
882,18,103968.392857143,2
882,20,103561.964285714,3
882,154,104292.285714286,3
882,807,104348.982142857,3
882,813,105042.821428571,3
882,814,104250.517857143,3
882,815,104478.660714286,2
882,817,104100.642857143,3
882,818,104634.803571429,3
882,819,105470.4,3
882,820,106122.654545455,3
882,822,105014.392857143,3
882,823,106690.745454545,3
882,824,105433.054545455,3
883,1,101679.438596491,3
883,3,101782.877192982,4
883,4,101720.561403509,4
883,8,101221.210526316,2
883,13,102576.526315789,4
883,16,102407.315789474,3
883,17,101714.771929825,3
883,18,101879.456140351,4
883,20,101061.368421053,3
883,154,101403.596491228,3
883,807,102340.894736842,3
883,813,102227.157894737,3
883,814,101442.543859649,2
883,815,101692.912280702,3
883,817,102974.714285714,3
883,818,112151.0625,1
883,819,103149.053571429,3
883,820,104043.464285714,4
883,821,103159.589285714,4
883,822,102491.385964912,3
883,823,105740.672727273,5
883,824,103824.107142857,4
884,1,91808.6923076923,4
884,3,91282.0606060606,3
884,4,90251.4545454545,4
884,8,90392.9393939394,3
884,13,90646.1363636364,4
884,16,91816,4
884,17,90978.1666666667,4
884,18,91456.0909090909,3
884,20,90831.3484848485,4
884,807,92110.1846153846,6
884,813,92088.3076923077,5
884,814,91296.7272727273,4
884,815,91489.9090909091,4
884,817,91729.2615384615,4
884,818,93385.4230769231,4
884,819,92883.7076923077,3
884,820,93566.09375,3
884,821,91733.9384615385,4
884,822,92846.7692307692,3
884,823,99912.6666666667,2
884,824,93138.4375,4
885,1,106230.128205128,1
885,3,106052,1
885,4,106394.743589744,1
885,8,106521,2
885,13,84289.6785714286,1
885,16,106327.346153846,1
885,17,106132.948717949,1
885,18,106348.192307692,1
885,20,106101.846153846,1
885,154,111510.142857143,2
885,807,106597.794871795,1
885,813,89066.6818181818,2
885,814,106405.948717949,1
885,815,108570.361111111,1
885,817,111131.704918033,1
885,818,106401.012820513,1
885,820,106691.551282051,3
885,821,106606,2
885,822,106599.320512821,1
885,823,106854.435897436,3
885,824,114196.396551724,2
886,1,79215.5,2
886,3,79983.8285714286,3
886,4,79193.5857142857,2
886,8,80603.5072463768,1
886,13,80564.5072463768,2
886,16,80639.4347826087,3
886,17,79355.3428571429,2
886,18,80696.0579710145,1
886,20,78987.7571428571,2
886,154,80877.2753623188,2
886,807,82078.7777777778,2
886,813,81927.0147058823,3
886,814,80535.6086956522,1
886,815,80658.0579710145,2
886,817,81406.0588235294,2
886,818,80399.5942028985,2
886,819,82537.2835820896,2
886,820,82852.8507462687,1
886,821,81864.9047619048,2
886,822,81195.4202898551,2
886,823,85917.2790697674,4
886,824,82246.3823529412,1
887,1,107446.384615385,2
887,3,107297.230769231,3
887,4,107434.230769231,3
887,8,107513.711538462,2
887,13,107577.480769231,4
887,16,107611.365384615,2
887,17,107311.942307692,3
887,18,107796.634615385,2
887,20,106390.341463415,2
887,154,107973.921568627,3
887,807,107676.25,3
887,813,107703.673076923,2
887,814,107642.288461538,3
887,815,109371.652173913,2
887,817,107615.365384615,2
887,818,108945.057142857,2
887,819,107905.173076923,2
887,820,108598.384615385,2
887,821,107802.711538462,4
887,822,107779.807692308,2
887,823,108600.288461538,3
887,824,107991.403846154,2
888,1,101693.966666667,3
888,3,102025.533333333,3
888,4,101373.866666667,3
888,8,101261.983333333,3
888,16,102207.483333333,3
888,17,101871.216666667,3
888,18,101711.783333333,2
888,20,101245.183333333,3
888,154,101342.35,3
888,807,102076.716666667,3
888,813,102277.333333333,2
888,814,102141.366666667,2
888,815,101883.616666667,2
