"qualifyId"	"raceId"	"driverId"	"constructorId"	"number.x"	"position"	"year"	"round"	"circuitId"
"1"	-1.72710266184578	-1.39597852484799	-0.858763894334851	-0.633475982008248	0.190386713253584	-1.62858365056138	-0.350133381046623	-1.53828455902906	-0.901561024100656
"2"	-1.72676668229935	-1.39597852484799	-0.838092283879259	-0.619670051442098	-0.796250091515074	-1.46910796175981	-0.350133381046623	-1.53828455902906	-0.901561024100656
"3"	-1.72643070275292	-1.39597852484799	-0.848428089107055	-0.633475982008248	0.245199869074065	-1.30963227295824	-0.350133381046623	-1.53828455902906	-0.901561024100656
"4"	-1.72609472320648	-1.39597852484799	-0.827756478651463	-0.564446329177496	-0.905876403156036	-1.15015658415667	-0.350133381046623	-1.53828455902906	-0.901561024100656
"5"	-1.72575874366005	-1.39597852484799	-0.856179943027902	-0.619670051442098	-0.851063247335555	-0.990680895355101	-0.350133381046623	-1.53828455902906	-0.901561024100656
"6"	-1.72542276411362	-1.39597852484799	-0.822588576037565	-0.550640398611346	-0.412558000771707	-0.831205206553531	-0.350133381046623	-1.53828455902906	-0.901561024100656
"7"	-1.72508678456718	-1.39597852484799	-0.853595991720953	-0.605864120875947	-0.631810624053631	-0.671729517751961	-0.350133381046623	-1.53828455902906	-0.901561024100656
"8"	-1.72475080502075	-1.39597852484799	-0.825172527344514	-0.523028537479046	-0.522184312412669	-0.512253828950391	-0.350133381046623	-1.53828455902906	-0.901561024100656
"9"	-1.72441482547432	-1.39597852484799	-0.83550833257231	-0.550640398611346	-0.357744844951226	-0.352778140148821	-0.350133381046623	-1.53828455902906	-0.901561024100656
"10"	-1.72407884592789	-1.39597852484799	-0.809668819502821	-0.578252259743647	-0.193305377489783	-0.193302451347251	-0.350133381046623	-1.53828455902906	-0.901561024100656
"11"	-1.72374286638145	-1.39597852484799	-0.804500916888923	-0.495416676346745	-0.0836790658488209	-0.0338267625456812	-0.350133381046623	-1.53828455902906	-0.901561024100656
"12"	-1.72340688683502	-1.39597852484799	-0.851012040414004	-0.592058190309797	-0.741436935694593	0.125648926255889	-0.350133381046623	-1.53828455902906	-0.901561024100656
"13"	-1.72307090728859	-1.39597852484799	-0.814836722116719	-0.495416676346745	-0.138492221669302	0.285124615057459	-0.350133381046623	-1.53828455902906	-0.901561024100656
"14"	-1.72273492774215	-1.39597852484799	-0.845844137800106	-0.605864120875947	-0.57699746823315	0.444600303859029	-0.350133381046623	-1.53828455902906	-0.901561024100656
"15"	-1.72239894819572	-1.39597852484799	-0.817420673423668	-0.523028537479046	-0.467371156592188	0.604075992660599	-0.350133381046623	-1.53828455902906	-0.901561024100656
"16"	-1.72206296864929	-1.39597852484799	-0.840676235186208	-0.564446329177496	-0.960689558976517	0.763551681462169	-0.350133381046623	-1.53828455902906	-0.901561024100656
"17"	-1.72172698910285	-1.39597852484799	-0.807084868195872	-0.509222606912895	0.135573557433103	0.923027370263739	-0.350133381046623	-1.53828455902906	-0.901561024100656
"18"	-1.72139100955642	-1.39597852484799	-0.843260186493157	-0.578252259743647	-0.248118533310264	1.08250305906531	-0.350133381046623	-1.53828455902906	-0.901561024100656
"19"	-1.72105503000999	-1.39597852484799	-0.820004624730616	-0.509222606912895	0.0807604016126221	1.24197874786688	-0.350133381046623	-1.53828455902906	-0.901561024100656
"20"	-1.72071905046355	-1.39597852484799	-0.832924381265361	-0.536834468045196	-0.0288659100283399	1.40145443666845	-0.350133381046623	-1.53828455902906	-0.901561024100656
"21"	-1.72038307091712	-1.39597852484799	-0.830340429958412	-0.592058190309797	-0.686623779874112	1.56093012547002	-0.350133381046623	-1.53828455902906	-0.901561024100656
"22"	-1.72004709137069	-1.39597852484799	-0.81225277080977	-0.536834468045196	0.0259472457921411	1.72040581427159	-0.350133381046623	-1.53828455902906	-0.901561024100656
"23"	-1.71971111182425	-1.39363065691938	-0.827756478651463	-0.564446329177496	-0.905876403156036	-1.62858365056138	-0.350133381046623	-1.3608341161414	-0.852568958868069
"24"	-1.71937513227782	-1.39363065691938	-0.840676235186208	-0.564446329177496	-0.960689558976517	-1.46910796175981	-0.350133381046623	-1.3608341161414	-0.852568958868069
"25"	-1.71903915273139	-1.39363065691938	-0.848428089107055	-0.633475982008248	0.245199869074065	-1.30963227295824	-0.350133381046623	-1.3608341161414	-0.852568958868069
"26"	-1.71870317318495	-1.39363065691938	-0.858763894334851	-0.633475982008248	0.190386713253584	-1.15015658415667	-0.350133381046623	-1.3608341161414	-0.852568958868069
"27"	-1.71836719363852	-1.39363065691938	-0.822588576037565	-0.550640398611346	-0.412558000771707	-0.990680895355101	-0.350133381046623	-1.3608341161414	-0.852568958868069
"28"	-1.71803121409209	-1.39363065691938	-0.838092283879259	-0.619670051442098	-0.796250091515074	-0.831205206553531	-0.350133381046623	-1.3608341161414	-0.852568958868069
"29"	-1.71769523454565	-1.39363065691938	-0.856179943027902	-0.619670051442098	-0.851063247335555	-0.671729517751961	-0.350133381046623	-1.3608341161414	-0.852568958868069
"30"	-1.71735925499922	-1.39363065691938	-0.817420673423668	-0.523028537479046	-0.467371156592188	-0.512253828950391	-0.350133381046623	-1.3608341161414	-0.852568958868069
"31"	-1.71702327545279	-1.39363065691938	-0.851012040414004	-0.592058190309797	-0.741436935694593	-0.352778140148821	-0.350133381046623	-1.3608341161414	-0.852568958868069
"32"	-1.71668729590635	-1.39363065691938	-0.83550833257231	-0.550640398611346	-0.357744844951226	-0.193302451347251	-0.350133381046623	-1.3608341161414	-0.852568958868069
"33"	-1.71635131635992	-1.39363065691938	-0.814836722116719	-0.495416676346745	-0.138492221669302	-0.0338267625456812	-0.350133381046623	-1.3608341161414	-0.852568958868069
"34"	-1.71601533681349	-1.39363065691938	-0.825172527344514	-0.523028537479046	-0.522184312412669	0.125648926255889	-0.350133381046623	-1.3608341161414	-0.852568958868069
"35"	-1.71567935726705	-1.39363065691938	-0.830340429958412	-0.592058190309797	-0.686623779874112	0.285124615057459	-0.350133381046623	-1.3608341161414	-0.852568958868069
"36"	-1.71534337772062	-1.39363065691938	-0.804500916888923	-0.495416676346745	-0.0836790658488209	0.444600303859029	-0.350133381046623	-1.3608341161414	-0.852568958868069
"37"	-1.71500739817419	-1.39363065691938	-0.809668819502821	-0.578252259743647	-0.193305377489783	0.604075992660599	-0.350133381046623	-1.3608341161414	-0.852568958868069
"38"	-1.71467141862775	-1.39363065691938	-0.853595991720953	-0.605864120875947	-0.631810624053631	0.763551681462169	-0.350133381046623	-1.3608341161414	-0.852568958868069
"39"	-1.71433543908132	-1.39363065691938	-0.807084868195872	-0.509222606912895	0.135573557433103	0.923027370263739	-0.350133381046623	-1.3608341161414	-0.852568958868069
"40"	-1.71399945953489	-1.39363065691938	-0.845844137800106	-0.605864120875947	-0.57699746823315	1.08250305906531	-0.350133381046623	-1.3608341161414	-0.852568958868069
"41"	-1.71366347998846	-1.39363065691938	-0.843260186493157	-0.578252259743647	-0.248118533310264	1.24197874786688	-0.350133381046623	-1.3608341161414	-0.852568958868069
"42"	-1.71332750044202	-1.39363065691938	-0.832924381265361	-0.536834468045196	-0.0288659100283399	1.40145443666845	-0.350133381046623	-1.3608341161414	-0.852568958868069
"43"	-1.71299152089559	-1.39363065691938	-0.820004624730616	-0.509222606912895	0.0807604016126221	1.56093012547002	-0.350133381046623	-1.3608341161414	-0.852568958868069
"44"	-1.71265554134916	-1.39363065691938	-0.81225277080977	-0.536834468045196	0.0259472457921411	1.72040581427159	-0.350133381046623	-1.3608341161414	-0.852568958868069
"45"	-1.71231956180272	-1.39128278899076	-0.838092283879259	-0.619670051442098	-0.796250091515074	-1.62858365056138	-0.350133381046623	-1.18338367325374	-0.803576893635483
"46"	-1.71198358225629	-1.39128278899076	-0.827756478651463	-0.564446329177496	-0.905876403156036	-1.46910796175981	-0.350133381046623	-1.18338367325374	-0.803576893635483
"47"	-1.71164760270986	-1.39128278899076	-0.858763894334851	-0.633475982008248	0.190386713253584	-1.30963227295824	-0.350133381046623	-1.18338367325374	-0.803576893635483
"48"	-1.71131162316342	-1.39128278899076	-0.840676235186208	-0.564446329177496	-0.960689558976517	-1.15015658415667	-0.350133381046623	-1.18338367325374	-0.803576893635483
"49"	-1.71097564361699	-1.39128278899076	-0.848428089107055	-0.633475982008248	0.245199869074065	-0.990680895355101	-0.350133381046623	-1.18338367325374	-0.803576893635483
