"resultId"	"raceId"	"driverId"	"constructorId"	"number.x"	"grid"	"positionOrder"	"points"	"laps"	"statusId"	"year"	"round"	"circuitId"	"number.y"
"1"	-1.72340734893566	-1.73407791682581	0.355280405418266	-0.966200977023298	0.226027535151807	-1.40550550651012	-1.6447608018305	0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	0.177197637761585
"2"	-1.71187954058158	-1.73407791682581	-2.59629084082448	0.407331057430703	0.684191457756821	-1.57704808256913	-1.47162808584834	0.202939826063675	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	0.647255680055177
"3"	-1.70035173222749	-1.73407791682581	0.326797208832087	0.407331057430703	2.05868322557186	-1.23396293045111	-1.29849536986618	-0.202939826063675	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	2.05742980693595
"4"	-1.68882392387341	-1.73407791682581	0.405125999444078	-0.999976354919707	-0.482043981601397	-1.06242035439211	-1.12536265388402	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	-0.549255700328513
"5"	-1.67729611551932	-1.73407791682581	0.412246798590623	-1.05626865141372	-0.981859169897775	-0.719335202274097	-0.952229937901866	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	-1.06204629192152
"6"	-1.66576830716524	-1.73407791682581	0.308995210965726	-1.05626865141372	-1.02351043558914	-0.547792626215092	-0.779097221919708	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	-1.10477884122094
"7"	-1.65424049881115	-1.73407791682581	-2.58560964210466	1.34178317923138	-0.565346512984126	0.138377678020931	-0.605964505937551	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	-0.634720798927348
"8"	-1.64271269045707	-1.73407791682581	-2.5286432489323	0.249712627247457	-0.940207904206411	-0.0331648980380744	-0.432831789955394	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	-1.01931374262211
"9"	-1.63118488210298	-1.73407791682581	0.415807198163895	-1.03375173281612	1.47556550589275	-0.376250050156086	-0.259699073973236	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	1.45917411674411
"10"	-1.6196570737489	-1.73407791682581	0.387324001577717	1.34178317923138	0.142725003769077	0.481462830138943	-0.0865663579910787	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	0.0917325391627496
"11"	-1.60812926539482	-1.73407791682581	0.362401204564811	-0.999976354919707	1.14235538036183	-0.20470747409708	0.0865663579910787	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	1.11731372234877
"12"	-1.59660145704073	-1.73407791682581	0.398005200297534	1.33052471993257	-0.731951575749586	0.309920254079937	0.259699073973236	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	-0.805650996125018
"13"	-1.58507364868665	-1.73407791682581	-2.57136804381157	-0.49334568647356	-0.856905372823681	1.16763313437497	0.432831789955394	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	-0.93384864402327
"14"	-1.57354584033256	-1.73407791682581	0.390884401150989	0.249712627247457	-0.398741450218667	0.824547982256954	0.605964505937551	-0.608819478191026	-0.46925732619737	-0.183485266120144	-1.56631201659601	-0.362123140712929	-1.17096630531884	-0.463790601729678
