"constructorStandingsId"	"raceId"	"constructorId"	"points"	"position"	"wins"	"year"	"round"	"circuitId"
"1"	-1.90977619834551	-1.68582191828881	-0.793796200591772	-0.26912604545707	-1.43028392997136	0.167502578134276	0.864938503791602	-1.58004410607878	-1.21869174379309
"2"	-1.90966301401497	-1.68582191828881	-0.777333931515747	-0.343603742375754	-0.971981127111389	-0.367626626107414	0.864938503791602	-1.58004410607878	-1.21869174379309
"3"	-1.90954982968443	-1.68582191828881	-0.760871662439722	-0.331190792889307	-1.20113252854137	-0.367626626107414	0.864938503791602	-1.58004410607878	-1.21869174379309
"4"	-1.90943664535389	-1.68582191828881	-0.744409393363698	-0.380842590835097	-0.742829725681405	-0.367626626107414	0.864938503791602	-1.58004410607878	-1.21869174379309
"5"	-1.90932346102335	-1.68582191828881	-0.727947124287673	-0.418081439294439	-0.51367832425142	-0.367626626107414	0.864938503791602	-1.58004410607878	-1.21869174379309
"6"	-1.90921027669282	-1.68582191828881	-0.711484855211648	-0.430494388780886	-0.284526922821436	-0.367626626107414	0.864938503791602	-1.58004410607878	-1.21869174379309
"7"	-1.90909709236228	-1.68252895278012	-0.793796200591772	-0.144996550592596	-1.43028392997136	0.167502578134276	0.864938503791602	-1.37726317139635	-1.16583985895275
"8"	-1.90898390803174	-1.68252895278012	-0.777333931515747	-0.207061298024833	-1.20113252854137	-0.367626626107414	0.864938503791602	-1.37726317139635	-1.16583985895275
"9"	-1.9088707237012	-1.68252895278012	-0.760871662439722	-0.331190792889307	-0.742829725681405	-0.367626626107414	0.864938503791602	-1.37726317139635	-1.16583985895275
"10"	-1.90875753937066	-1.68252895278012	-0.744409393363698	-0.368429641348649	-0.51367832425142	-0.367626626107414	0.864938503791602	-1.37726317139635	-1.16583985895275
"11"	-1.90864435504012	-1.68252895278012	-0.727947124287673	-0.418081439294439	0.173775880038532	-0.367626626107414	0.864938503791602	-1.37726317139635	-1.16583985895275
"12"	-1.90853117070958	-1.68252895278012	-0.711484855211648	-0.306364893916412	-0.971981127111389	0.167502578134276	0.864938503791602	-1.37726317139635	-1.16583985895275
