"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"
"1"	-2.50855414548225	0.197233789362808	1.7660391534555	-0.496413949282322	0.585568695293883	0.958645456673543	-0.339499190215456	0.922982656817881	0.366809332730385
"2"	-2.72999405559171	0.370952418695705	1.73662402898865	0.216308761950645	0.0758392419845416	0.574037255810824	-0.396980247260585	0.918853517144287	0.347282483366094
"3"	-2.48793291016949	-0.032391233960087	1.59881779336775	-0.546193673921879	0.490674859966464	0.88498752423388	-0.257120775791623	0.927340032022633	0.363297650523272
"4"	-2.73506523969796	0.16939139473766	1.56793644245635	0.320444258107807	-0.0714318046693223	0.46321713508857	-0.343088644237218	0.923975132788362	0.340058459658224
"5"	-2.74522256072539	0.0700943392462159	1.49045909832017	0.247750331189437	-0.12042871816422	0.425688074834019	-0.258056521481707	0.921784986653502	0.339873313890139
"6"	-2.60879240910389	-0.192264520935383	1.37366046193969	-0.0360286843126483	0.0413648594843416	0.54645050887876	-0.224656600428956	0.931913277006824	0.343905589644461
"7"	-2.68522489200863	-0.211498034925871	1.31096637920177	0.089701267631885	-0.132349403726337	0.415479060205423	-0.159923688721659	0.927369927243936	0.339020764182626
"8"	-2.62579649627755	-0.382504552646641	1.20911654706441	0.0532704706092952	-0.113962554565737	0.429509716643589	-0.153021208184939	0.935033886544883	0.337206113603122
"9"	-2.59584393400962	-0.525602120637655	1.1219309654301	-0.084839766365152	-0.10609538864374	0.434344342547283	-0.0808779210681985	0.936096810877189	0.338349643254762
"10"	-2.55130586131784	-0.672673095587169	1.03779684758009	-0.230677126118276	-0.107671466546033	0.429256987131844	-0.037301028778762	0.939879085671461	0.339259995983023
"11"	-2.50125386514495	-0.841125280263188	0.933985360152824	-0.26214048706886	-0.0832139606412472	0.44966606013231	-0.0120344372816322	0.945794891104002	0.337595244854263
"12"	-2.69839631291782	-0.716155465308491	0.901835684404199	0.157102153445356	-0.470651538481161	0.157808772570303	0.0405100045820213	0.935087048265251	0.325926121349191
"13"	-2.51506054309893	-1.0365678946368	0.771020795712897	-0.228355936369116	-0.222868403493222	0.344017390755519	0.0777317642005943	0.947734766035332	0.332330272528056
"14"	-2.65712728217053	-0.97217379058665	0.730794651755531	0.020479512908895	-0.519754069361978	0.118396588446559	0.139675952358126	0.939404625800078	0.324554919303391
"15"	-2.59769888643945	-1.14318030830742	0.628944819618172	-0.0159512841136949	-0.501367220201378	0.132427244884726	0.146578432894846	0.947068585101025	0.322740268723887
"16"	-2.73287734642811	-1.08843649909447	0.579289104998336	0.31479281129935	-0.796782425553761	-0.089989325877988	0.179079553783535	0.941463893741184	0.312868506493246
"17"	-2.44324907561743	-1.53731574423325	0.429104273260405	-0.452676877825446	-0.339762844027035	0.251903633320242	0.269865430284987	0.956258793680637	0.32844062179638
"18"	-2.56426710279183	-1.50316283346079	0.37759174105873	-0.215917900256247	-0.593077669922912	0.0610268315926723	0.329046207522963	0.949516681938507	0.320979941307581
"19"	-2.45809757574454	-1.73247454382411	0.265921747121599	-0.418340389784368	-0.478742769462989	0.146963676894818	0.361672088540593	0.958004429293255	0.3231923049647
"20"	-2.49442017535393	-1.79550857031417	0.193519426885559	-0.358026747895912	-0.595592953256773	0.0583559143797265	0.41351616460912	0.956714149997533	0.319636154922591
"21"	-2.66168231353467	-1.69078411373127	0.157660803188509	0.0771231250457883	-0.978702930286603	-0.23247056485362	0.415979669747942	0.951241568482994	0.306988671730661
"22"	-2.46963165134864	-2.02626885276806	0.0271699135933168	-0.410014221900806	-0.693184858248275	-0.0181368698654029	0.487732751939437	0.961848482477132	0.31605785073737
"23"	-2.7021232246672	0.583942214417405	1.68141483613812	0.324124974576787	0.155673104611355	0.547172674484554	-0.478136615885264	0.912702328959325	0.343049756811043
