"PC1"	"PC2"	"PC3"	"PC4"	"PC5"	"PC6"	"PC7"	"PC8"	"PC9"	"PC10"	"PC11"	"PC12"	"PC13"	"PC14"
"1"	-2.47597166735586	-2.72573579054462	-0.785429023184103	1.15128947021687	0.460610445723291	-0.496805132352811	-0.293588073896283	-0.154599492249416	0.0635770183020292	0.218723376066621	0.495041031910359	0.0656790756544135	-0.0862983914657984	0.00627734625005738
"2"	-2.86773467383617	-2.28689368717813	-0.147518269151704	1.10839823012777	-2.6914521858493	0.0318837842767954	-0.0373205511893738	-0.53968680091773	0.167153078937331	0.431285288831764	0.418586139444384	-0.0191383060504646	-0.0589534876591147	0.00548745702284446
"3"	-2.69068468469458	-2.5882526645862	2.01873893475494	1.37358558541497	-0.332558624662258	-0.546511899180043	-0.930841997926306	0.485296929237291	-0.0536996096767133	0.567118789905196	0.596511847181909	-0.0726873581717287	-0.0617303164977475	0.00316481779226024
"4"	-2.77516505588681	-1.39039367358236	-1.28133308844965	0.840950811018437	0.746618003680378	-0.659643205042156	-0.0725477489146473	-0.374281799036937	0.211873189513547	0.764626662830329	0.881671702631776	-0.0459022698387191	-0.04409584956553	0.00330693018020477
"5"	-2.82408632333474	-0.917023054140294	-1.83082380431585	0.653363994305417	0.894477977383108	-0.728188236882412	0.0326272926199736	-0.478171076873921	0.209560242771537	0.541650575380141	0.840510583551856	-0.0277563659966877	-0.0502924659416431	0.00427497039569152
"6"	-2.85766521558858	-0.723959973065788	-1.82051605863792	0.615200791499033	0.857462722655289	-0.716590983756971	0.112910105804316	-0.556959778751132	0.211858584042753	0.443789556841324	0.740500730806612	-0.0213674044081793	-0.0534544534155935	0.00493318747024717
"7"	-3.30256269625281	0.192233295582175	-0.971265820954121	0.280091765516794	-2.67285887785194	-0.399288980092883	-0.119695678198941	-0.462555636082202	0.0684506820679655	-0.273430699675977	0.57746156789747	-0.0645251814946154	-0.0599626566941357	0.00634618507454186
"8"	-3.23872973940854	0.0862510541007749	-1.5693839425223	0.376546588340767	-2.03657018896485	-0.273401265070459	0.463938595085254	-1.02103681439452	0.22768141205333	-0.0526441943221129	0.461046388527975	-0.0411906182944622	-0.0540037094536946	0.00681669448588529
"9"	-2.81948098453356	-1.57238374457707	1.5991479748295	1.266640297243	0.787891175301586	-0.481337815878051	0.127789555035703	-0.50793282888808	0.146301532293197	0.441050767001079	0.268095628600038	-0.0600845790515384	-0.0568977747250625	0.00502414560328535
"10"	-3.07898459344233	0.208626257931731	0.295947613820565	0.405016228463707	-0.187163407805644	-1.0139588449279	-1.02932503783861	0.568471826100262	-0.160194149405697	-0.299554613281593	0.288866836974083	-0.0405740536694625	-0.0855212440934543	0.00743765377070048
"11"	-2.86684394974406	-1.13694958552347	1.26275314262623	1.15176861616187	0.822563850977109	-0.506928848988615	0.190451902600839	-0.573349216952798	0.159563450170694	0.377959350610226	0.0469514140847807	-0.0405188482319819	-0.062932187865549	0.00648908631777864
"12"	-3.10259593920417	0.737789195867028	-0.832855226406541	0.219356659698019	-0.0727281189249496	-1.070325027425	-1.01666912345919	0.536577530514955	-0.0985659448809918	-0.101770828455839	0.0247842630431562	-0.0074310247165672	-0.0889006183587012	0.00921234934275291
"13"	-3.34578576916346	0.847162901623561	-1.09479294061889	0.299601151120981	-1.43471072339453	-0.22305157637169	1.17581026980454	-1.672656962482	0.251502826432907	-0.74297415049346	0.0529933507416471	-0.00743072451272575	-0.071126311918156	0.00966369175487381
"14"	-3.09473926682478	0.695512653324328	-0.311605571969838	0.374418483318086	0.552550906915335	-0.916094476737407	-0.291866911661084	-0.132145201555427	-0.0107481954936171	-0.362233043422045	-0.119394021570725	0.00477260789186501	-0.0906495011238226	0.00988919746476102
"15"	-2.95078198036405	-1.12576899685576	4.03968942093479	1.42572426727268	0.61951824314593	-0.446256256852698	0.0927699161194652	-0.424992424489445	0.00707176268592832	-0.138523283856474	-0.409333604765175	-0.0618940226090658	-0.0795890587357852	0.00789200744692389
"16"	-3.17927123721184	1.17637998042046	0.108241327406177	0.242847952274824	0.0860033593129318	-1.05884320802007	-0.852055403183578	0.406174975561312	-0.139224984462574	-0.471045876938533	-0.392718244780636	0.0059241436372699	-0.102970145468161	0.0113460817904076
"17"	-3.10327368053449	1.09238397488735	-0.869836924016075	0.341619515764072	1.41148588850281	-0.818608582968639	0.55465444296938	-0.931229585123195	0.131250118275735	-0.579742431566667	-0.354222252235441	0.0443515573536453	-0.0947172451144838	0.0116694695316934
"18"	-3.20989967103572	1.08086995978796	1.6545373160157	0.4374694522338	0.123478925804834	-0.981922349305661	-0.723418483488154	0.316321604709489	-0.193266301925903	-0.779285003733218	-0.600072293126984	-0.00572550463011101	-0.110129697743661	0.0118782701788329
"19"	-3.27780417094486	2.01683876881293	-0.352585740215977	-0.0142403710152508	0.311224062707261	-1.14948771881004	-0.66826510869337	0.233236871453182	-0.154835596586986	-0.882415159868901	-0.631340091665346	0.0372049504500132	-0.116762004711331	0.0135915260122638
"20"	-2.95886013697338	1.3282840232713	-1.47329694107023	3.63061509713671	1.25916915212211	2.17016084479947	1.13861632711534	0.983356271088817	-2.14928152287224	1.03979302428946	-0.564234238025432	0.033067367596338	-0.0867073104622148	0.0184678143782449
"21"	-2.31951139311373	-3.30871940451474	1.75907361769311	1.00636659329216	-0.377990803272278	0.0791936509496252	-1.08051317964058	0.797334127273147	0.074916952575444	0.305797902912413	0.348078494327629	0.00783277631385393	-0.139972641528384	-0.00231729041413188
"22"	-2.40585323286087	-2.36569985434834	-0.570675468895351	0.624812079714996	0.600397972800188	0.028327295481762	-0.199969561457931	-0.0679222027202565	0.304020815382201	0.374221870194532	0.63510543556206	0.0174554605123144	-0.122814694500756	-0.00262666030370002
"23"	-2.555345321252	-1.34783148690964	-2.02297787586152	0.215918880053814	0.808886933125017	-0.125130877896404	-0.0171873880998998	-0.265547519295662	0.373613499371394	0.378630741708411	0.854637124294186	0.00378225905946128	-0.112273004982447	-0.00290869779031928
"24"	-2.61482393009344	-1.16451764250963	-1.88552402177393	0.241645060756406	0.905550250366701	-0.145486789880018	-0.0280200287141103	-0.253070358469617	0.435024337217667	0.781286024639723	0.91568179829627	-0.039141215819022	-0.0951390705266844	-0.00413063509997969
